Class Name,CBO,DIT,LCOM,NOC,RFC,WMC
com.sk89q.worldedit.internal.annotation.Radii,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.Selection,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.annotation.VertHeight,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.anvil.ChunkDeleter,13,1,2,N/A,84,41
com.sk89q.worldedit.internal.anvil.ChunkDeleter.BlockVector2Adapter,0,21.6,15,2,0,
com.sk89q.worldedit.internal.anvil.ChunkDeleter.RegionFilePos,0,17.3478,41,8,0.6667,
com.sk89q.worldedit.internal.anvil.ChunkDeletionInfo,3,1,0,0,0,0
com.sk89q.worldedit.internal.anvil.ChunkDeletionInfo.ChunkBatch,3,11.25,7,1,0,
com.sk89q.worldedit.internal.anvil.ChunkDeletionInfo.DeletionPredicate,1,0,0,0,0,
com.sk89q.worldedit.internal.anvil.RegionAccess,2,1,1,0,17,14
com.sk89q.worldedit.internal.block.BlockStateIdAccess,19,1,1,N/A,22,12
com.sk89q.worldedit.internal.block.BlockStateIdAccess.BlockStateInternalId,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.internal.command.CommandArgParser,4,1,2,0,35,17
com.sk89q.worldedit.internal.command.CommandArgParser.State,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.internal.command.CommandLoggingHandler,14,1,1,0,36,18
com.sk89q.worldedit.internal.command.CommandRegistrationHandler,8,1,1,0,8,3
com.sk89q.worldedit.internal.command.CommandUtil,15,1,8,0,97,31
com.sk89q.worldedit.internal.command.CommandUtil.NewCommandGenerator,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.internal.command.CommandUtil.ReplacementMessageGenerator,N/A,N/A,10,N/A,N/A,
com.sk89q.worldedit.internal.command.exception.ExceptionConverter,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.command.exception.ExceptionConverterHelper,7,1,1,1,15,12
com.sk89q.worldedit.internal.command.exception.ExceptionConverterHelper.ExceptionHandler,2,17.5,19,4,0,
com.sk89q.worldedit.internal.command.exception.ExceptionMatch,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.command.exception.WorldEditExceptionConverter,25,2,2,0,44,25
com.sk89q.worldedit.internal.cui.CUIEvent,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.cui.CUIRegion,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.cui.SelectionCylinderEvent,4,1,2,0,10,3
com.sk89q.worldedit.internal.cui.SelectionEllipsoidPointEvent,3,1,2,0,7,3
com.sk89q.worldedit.internal.cui.SelectionMinMaxEvent,3,1,2,0,4,3
com.sk89q.worldedit.internal.cui.SelectionPoint2DEvent,4,1,2,0,12,6
com.sk89q.worldedit.internal.cui.SelectionPointEvent,6,1,2,0,9,4
com.sk89q.worldedit.internal.cui.SelectionPolygonEvent,3,1,2,0,4,4
com.sk89q.worldedit.internal.cui.SelectionShapeEvent,5,1,2,0,3,3
com.sk89q.worldedit.internal.cui.ServerCUIHandler,19,1,1,0,45,15
com.sk89q.worldedit.internal.event.InteractionDebouncer,7,1,1,0,13,6
com.sk89q.worldedit.internal.event.InteractionDebouncer.Interaction,0,0,4,3,0,
com.sk89q.worldedit.internal.expression.CompiledExpression,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.expression.EvaluationException,9,5,1,1,7,6
com.sk89q.worldedit.internal.expression.ExecutionData,7,2,4,N/A,9,6
com.sk89q.worldedit.internal.expression.Expression,27,1,4,0,47,14
com.sk89q.worldedit.internal.expression.ExpressionEnvironment,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.expression.ExpressionException,13,4,1,3,8,5
com.sk89q.worldedit.internal.expression.ExpressionFunction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.expression.ExpressionHelper,11,1,1,0,42,27
com.sk89q.worldedit.internal.expression.ExpressionTimeoutException,3,6,0,0,2,1
com.sk89q.worldedit.internal.expression.ExpressionValidator,8,2,2,0,13,6
com.sk89q.worldedit.internal.expression.Functions,16,1,14,N/A,93,47
com.sk89q.worldedit.internal.expression.Identifiable,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.expression.LexerErrorListener,2,2,1,0,2,1
com.sk89q.worldedit.internal.expression.LexerException,2,5,1,0,7,6
com.sk89q.worldedit.internal.expression.LocalSlot,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.expression.LocalSlot.Constant,0,3,6,3,0,
com.sk89q.worldedit.internal.expression.LocalSlot.Variable,0,15,14,4,1,
com.sk89q.worldedit.internal.expression.ParserErrorListener,2,2,1,0,2,1
com.sk89q.worldedit.internal.expression.ParserException,3,5,1,0,7,6
com.sk89q.worldedit.internal.expression.SlotTable,6,1,1,0,20,8
com.sk89q.worldedit.internal.expression.invoke.BreakException,2,4,0,0,2,2
com.sk89q.worldedit.internal.expression.invoke.CompilingVisitor,47,3,7,0,121,99
com.sk89q.worldedit.internal.expression.invoke.ExecNode,2,2,2,N/A,3,3
com.sk89q.worldedit.internal.expression.invoke.ExpressionCompiler,8,1,1,0,13,1
com.sk89q.worldedit.internal.expression.invoke.ExpressionHandles,14,1,14,0,75,53
com.sk89q.worldedit.internal.expression.invoke.ExpressionHandles.Invokable,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.internal.expression.invoke.ReturnException,5,4,1,0,3,2
com.sk89q.worldedit.internal.helper.MCDirections,4,1,2,N/A,9,9
com.sk89q.worldedit.internal.registry.AbstractFactory,21,1,1,4,22,8
com.sk89q.worldedit.internal.registry.InputParser,22,1,2,17,5,4
com.sk89q.worldedit.internal.registry.SimpleInputParser,10,2,1,6,14,10
com.sk89q.worldedit.internal.util.ClipboardTransformBaker,16,1,1,0,36,8
com.sk89q.worldedit.internal.util.DeprecationUtil,31,1,3,0,43,15
com.sk89q.worldedit.internal.util.ErrorReporting,4,1,1,0,15,3
com.sk89q.worldedit.internal.util.InfoEntryPoint,3,1,1,0,13,5
com.sk89q.worldedit.internal.util.InfoEntryPoint.NavigableEditorPane,0,14.4444,17,1,0,
com.sk89q.worldedit.internal.util.LogManagerCompat,40,1,1,0,11,3
com.sk89q.worldedit.internal.util.NonAbstractForCompatibility,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.internal.util.RegionOptimizedVectorSorter,3,1,1,0,34,23
com.sk89q.worldedit.internal.util.Substring,6,1,6,N/A,17,15
com.sk89q.worldedit.internal.util.VarIntIterator,4,1,1,0,6,11
com.sk89q.worldedit.internal.wna.WorldNativeAccess,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.math.BitMath,3,1,1,N/A,7,7
com.sk89q.worldedit.math.BlockVector2,74,2,6,N/A,60,58
com.sk89q.worldedit.math.BlockVector3,267,2,8,N/A,79,84
com.sk89q.worldedit.math.BlockVector3.YzxOrderComparator,1,0,0,0,0,
com.sk89q.worldedit.math.MathUtils,3,1,4,N/A,12,21
com.sk89q.worldedit.math.RegionOptimizedChunkComparator,3,1,0,0,5,1
com.sk89q.worldedit.math.RegionOptimizedComparator,2,1,0,0,3,1
com.sk89q.worldedit.math.Vector2,17,2,3,N/A,54,56
com.sk89q.worldedit.math.Vector3,113,2,5,N/A,66,73
com.sk89q.worldedit.math.Vector3.YzxOrderComparator,1,6,0,0,0,
com.sk89q.worldedit.math.convolution.GaussianKernel,5,2,1,0,4,5
com.sk89q.worldedit.math.convolution.HeightMap,13,1,1,0,23,14
com.sk89q.worldedit.math.convolution.HeightMapFilter,7,1,1,0,16,20
com.sk89q.worldedit.math.convolution.Kernel,4,1,5,2,8,9
com.sk89q.worldedit.math.convolution.LinearKernel,2,2,1,0,4,2
com.sk89q.worldedit.math.convolution.SnowHeightMap,14,1,1,0,30,20
com.sk89q.worldedit.math.geom.Polygons,3,1,1,N/A,12,5
com.sk89q.worldedit.math.interpolation.Interpolation,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.math.interpolation.KochanekBartelsInterpolation,4,1,1,0,26,29
com.sk89q.worldedit.math.interpolation.LinearInterpolation,3,1,1,0,17,18
com.sk89q.worldedit.math.interpolation.Node,6,1,4,0,11,11
com.sk89q.worldedit.math.interpolation.ReparametrisingInterpolation,4,1,1,0,29,22
com.sk89q.worldedit.math.noise.JLibNoiseGenerator,7,1,4,3,18,8
com.sk89q.worldedit.math.noise.NoiseGenerator,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.math.noise.PerlinNoise,2,2,11,0,23,11
com.sk89q.worldedit.math.noise.RandomNoise,8,1,1,0,6,4
com.sk89q.worldedit.math.noise.RidgedMultiFractalNoise,2,2,9,0,19,9
com.sk89q.worldedit.math.noise.VoronoiNoise,2,2,5,0,11,5
com.sk89q.worldedit.math.transform.AffineTransform,11,2,14,N/A,50,55
com.sk89q.worldedit.math.transform.CombinedTransform,5,1,1,0,16,11
com.sk89q.worldedit.math.transform.Identity,5,1,4,0,4,5
com.sk89q.worldedit.math.transform.Transform,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.math.transform.Transforms,2,1,1,N/A,8,2
com.sk89q.worldedit.neoforge.CommandWrapper,8,1,2,N/A,42,11
com.sk89q.worldedit.neoforge.NeoForgeAdapter,35,1,14,N/A,97,46
com.sk89q.worldedit.neoforge.NeoForgeBiomeRegistry,5,1,2,0,7,2
com.sk89q.worldedit.neoforge.NeoForgeBiomeRegistry.ForgeBiomeData,1,6,13,2,0,
com.sk89q.worldedit.neoforge.NeoForgeBlockCategoryRegistry,4,1,1,0,12,1
com.sk89q.worldedit.neoforge.NeoForgeBlockCommandSender,8,3,3,0,38,22
com.sk89q.worldedit.neoforge.NeoForgeBlockMaterial,3,2,1,0,22,12
com.sk89q.worldedit.neoforge.NeoForgeBlockRegistry,9,2,4,0,20,6
com.sk89q.worldedit.neoforge.NeoForgeCommandSender,6,2,4,0,31,18
com.sk89q.worldedit.neoforge.NeoForgeConfiguration,4,3,2,0,7,3
com.sk89q.worldedit.neoforge.NeoForgeDataFixer,57,1,2,0,116,47
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverter,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterArmorStand,0,11.9167,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterBanner,0,25.0909,33,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterBedBlock,1,28.3333,36,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterBedItem,0,12.5714,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterBook,0,58.2609,53,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterCookedFish,1,12.8571,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterDropChances,0,22.6154,21,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterEntity,1,11.2981,12,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterEquipment,0,41.9048,46,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterGuardian,0,13,14,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterHanging,0,42.6944,28,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterHealth,1,13.5714,21,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterHorse,0,15.9375,30,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterLang,0,12,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterMaterialId,1,12.8566,14,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterMinecart,1,17.7188,17,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterMobSpawner,0,29.1429,32,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterPotionId,1,27.2881,23,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterPotionWater,0,13.9286,18,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterRiding,0,23.75,23,5,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterSaddle,0,19.3846,16,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterShulker,0,11.7857,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterShulkerBoxBlock,0,7.7,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterShulkerBoxItem,1,18.7,26,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterSignText,1,50.4545,52,4,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterSkeleton,0,13.6364,18,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterSpawnEgg,1,17.2333,24,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterTileEntity,1,11.3942,12,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterTotem,0,8.8,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterUUID,0,13.5,11,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterVBO,0,5,9,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterZombie,1,35.5385,28,4,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataConverterZombieType,0,16.0312,27,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspector,N/A,N/A,0,N/A,N/A,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorBlockEntity,1,43.5,38,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorChunks,0,28.2857,21,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorCommandBlock,1,11.6667,9,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorEntity,1,23,32,2,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorEntityPassengers,0,15.3,10,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorItem,1,7.7143,10,2,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorItemList,1,7.7143,10,2,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorLevelPlayer,0,7.5,7,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorMobSpawnerMinecart,1,12.75,10,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorMobSpawnerMobs,1,16.875,14,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorPlayer,0,15.2778,12,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorPlayerVehicle,0,9.625,10,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorStructure,0,26.8571,25,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorTagged,1,13.3333,9,3,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.DataInspectorVillagers,1,23.6389,17,1,0,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.LegacyType,N/A,N/A,7,N/A,N/A,
com.sk89q.worldedit.neoforge.NeoForgeDataFixer.WrappedDataFixer,1,36,37,4,0.3333,
com.sk89q.worldedit.neoforge.NeoForgeEntityProperties,2,1,1,0,24,24
com.sk89q.worldedit.neoforge.NeoForgeItemCategoryRegistry,4,1,1,0,12,1
com.sk89q.worldedit.neoforge.NeoForgeItemRegistry,5,2,2,0,7,2
com.sk89q.worldedit.neoforge.NeoForgePermissionsProvider,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.neoforge.NeoForgePermissionsProvider.VanillaPermissionsProvider,1,11.6875,13,3,0,
com.sk89q.worldedit.neoforge.NeoForgePlatform,25,2,19,0,72,38
com.sk89q.worldedit.neoforge.NeoForgePlayer,30,2,5,0,97,37
com.sk89q.worldedit.neoforge.NeoForgePlayer.SessionKeyImpl,2,10,23,5,0.1667,
com.sk89q.worldedit.neoforge.NeoForgeRegistries,12,2,6,0,6,6
com.sk89q.worldedit.neoforge.NeoForgeResourceLoader,4,2,1,0,10,6
com.sk89q.worldedit.neoforge.NeoForgeWatchdog,2,1,1,0,3,2
com.sk89q.worldedit.neoforge.NeoForgeWorld,50,2,3,0,286,88
com.sk89q.worldedit.neoforge.NeoForgeWorldEdit,43,1,2,0,137,68
com.sk89q.worldedit.neoforge.ThreadSafeCache,3,1,2,0,12,7
com.sk89q.worldedit.neoforge.WorldEditFakePlayer,1,6,5,0,13,6
com.sk89q.worldedit.neoforge.WorldEditGenListener,1,1,4,0,4,4
com.sk89q.worldedit.neoforge.internal.ExtendedChunk,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.neoforge.internal.IPropertyAdapter,2,1,2,0,16,7
com.sk89q.worldedit.neoforge.internal.NBTConverter,8,1,1,N/A,92,56
com.sk89q.worldedit.neoforge.internal.NeoForgeEntity,14,1,2,0,34,14
com.sk89q.worldedit.neoforge.internal.NeoForgeServerLevelDelegateProxy,14,1,2,0,41,23
com.sk89q.worldedit.neoforge.internal.NeoForgeTransmogrifier,11,1,3,0,36,12
com.sk89q.worldedit.neoforge.internal.NeoForgeWorldNativeAccess,9,1,5,0,63,25
com.sk89q.worldedit.neoforge.mixin.AccessorServerPlayerGameMode,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.neoforge.mixin.MixinLevelChunkSetBlockHook,1,2,1,0,9,6
com.sk89q.worldedit.neoforge.mixin.MixinServerGamePacketListenerImpl,2,1,1,0,6,5
com.sk89q.worldedit.neoforge.net.handler.WECUIPacketHandler,5,1,1,N/A,17,3
com.sk89q.worldedit.neoforge.net.handler.WECUIPacketHandler.CuiPacket,2,4,6,3,0,
com.sk89q.worldedit.regions.AbstractFlatRegion,5,2,2,1,7,3
com.sk89q.worldedit.regions.AbstractRegion,24,1,10,8,38,28
com.sk89q.worldedit.regions.ConvexPolyhedralRegion,9,2,3,0,56,42
com.sk89q.worldedit.regions.CuboidRegion,30,2,4,0,55,58
com.sk89q.worldedit.regions.CylinderRegion,18,2,4,0,73,45
com.sk89q.worldedit.regions.EllipsoidRegion,12,2,1,0,59,28
com.sk89q.worldedit.regions.FlatRegion,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.regions.NullRegion,12,1,15,0,22,18
com.sk89q.worldedit.regions.Polygonal2DRegion,9,2,3,0,69,66
com.sk89q.worldedit.regions.Region,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.regions.RegionIntersection,7,2,3,0,29,14
com.sk89q.worldedit.regions.RegionOperationException,18,4,0,0,4,2
com.sk89q.worldedit.regions.RegionSelector,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.regions.Regions,8,1,5,N/A,10,7
com.sk89q.worldedit.regions.TransformRegion,10,2,4,0,42,20
com.sk89q.worldedit.regions.factory.CuboidRegionFactory,6,1,1,0,2,1
com.sk89q.worldedit.regions.factory.CylinderRegionFactory,7,1,1,0,5,2
com.sk89q.worldedit.regions.factory.FixedHeightCuboidRegionFactory,5,1,1,0,8,2
com.sk89q.worldedit.regions.factory.FixedHeightCylinderRegionFactory,6,1,1,0,4,2
com.sk89q.worldedit.regions.factory.RegionFactory,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.regions.factory.SphereRegionFactory,7,1,1,0,3,1
com.sk89q.worldedit.regions.iterator.FlatRegion3DIterator,5,1,2,0,17,9
com.sk89q.worldedit.regions.iterator.FlatRegionIterator,5,1,1,0,15,10
com.sk89q.worldedit.regions.iterator.RegionIterator,3,1,2,0,16,12
com.sk89q.worldedit.regions.polyhedron.Edge,3,1,1,0,10,10
com.sk89q.worldedit.regions.polyhedron.Triangle,5,1,3,0,14,8
com.sk89q.worldedit.regions.selector.ConvexPolyhedralRegionSelector,19,1,6,0,69,34
com.sk89q.worldedit.regions.selector.CuboidRegionSelector,20,1,4,1,55,47
com.sk89q.worldedit.regions.selector.CylinderRegionSelector,19,1,8,0,91,37
com.sk89q.worldedit.regions.selector.EllipsoidRegionSelector,17,1,7,1,70,36
com.sk89q.worldedit.regions.selector.ExtendingCuboidRegionSelector,14,2,1,0,31,15
com.sk89q.worldedit.regions.selector.Polygonal2DRegionSelector,17,1,4,0,70,37
com.sk89q.worldedit.regions.selector.RegionSelectorType,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.regions.selector.SphereRegionSelector,11,2,2,0,29,10
com.sk89q.worldedit.regions.selector.limit.PermissiveSelectorLimits,1,1,3,0,5,4
com.sk89q.worldedit.regions.selector.limit.SelectorLimits,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.regions.shape.ArbitraryBiomeShape,6,1,1,1,17,18
com.sk89q.worldedit.regions.shape.ArbitraryShape,7,1,1,2,16,22
com.sk89q.worldedit.regions.shape.RegionShape,5,2,1,1,5,3
com.sk89q.worldedit.regions.shape.WorldEditExpressionEnvironment,10,1,1,0,21,12
com.sk89q.worldedit.registry.Category,12,1,2,4,14,9
com.sk89q.worldedit.registry.Keyed,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.registry.NamespacedRegistry,41,2,2,N/A,19,10
com.sk89q.worldedit.registry.Registry,12,1,1,1,28,10
com.sk89q.worldedit.registry.state.AbstractProperty,6,1,2,4,11,7
com.sk89q.worldedit.registry.state.BooleanProperty,10,2,1,0,8,3
com.sk89q.worldedit.registry.state.DirectionalProperty,11,2,1,0,9,3
com.sk89q.worldedit.registry.state.EnumProperty,10,2,1,0,7,3
com.sk89q.worldedit.registry.state.IntegerProperty,11,2,1,0,8,4
com.sk89q.worldedit.registry.state.Property,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.scripting.CraftScriptContext,20,2,4,0,56,20
com.sk89q.worldedit.scripting.CraftScriptEngine,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.scripting.CraftScriptEnvironment,6,1,0,1,1,1
com.sk89q.worldedit.scripting.MinecraftHidingClassShutter,1,1,1,0,3,2
com.sk89q.worldedit.scripting.RhinoContextFactory,2,2,2,0,11,6
com.sk89q.worldedit.scripting.RhinoContextFactory.RhinoContext,0,3.5,3,1,0,
com.sk89q.worldedit.scripting.RhinoCraftScriptEngine,5,1,1,0,25,10
com.sk89q.worldedit.session.ClipboardHolder,17,1,3,0,7,5
com.sk89q.worldedit.session.MissingSessionException,0,3,0,0,7,4
com.sk89q.worldedit.session.PasteBuilder,16,1,1,0,25,14
com.sk89q.worldedit.session.Placement,8,2,3,N/A,18,7
com.sk89q.worldedit.session.PlacementType,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.session.SessionKey,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.session.SessionManager,47,1,1,0,86,56
com.sk89q.worldedit.session.SessionManager.SessionHolder,2,4,4,1,0,
com.sk89q.worldedit.session.SessionManager.SessionTracker,0,0,6,1,0,
com.sk89q.worldedit.session.SessionOwner,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.session.TransientSessionException,0,3,0,0,7,4
com.sk89q.worldedit.session.request.Request,9,1,4,N/A,14,11
com.sk89q.worldedit.session.request.RequestExtent,18,1,1,0,29,16
com.sk89q.worldedit.session.request.RequestSelection,11,1,1,0,40,22
com.sk89q.worldedit.session.storage.JsonFileSessionStore,5,1,1,0,27,13
com.sk89q.worldedit.session.storage.SessionStore,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.session.storage.VoidStore,3,1,2,0,3,2
com.sk89q.worldedit.sponge.CUIChannelHandler,8,1,2,0,14,2
com.sk89q.worldedit.sponge.CUIChannelHandler.RegistrationHandler,0,6.25,6,1,0,
com.sk89q.worldedit.sponge.CommandAdapter,4,1,1,1,20,9
com.sk89q.worldedit.sponge.Constants,2,1,0,0,1,1
com.sk89q.worldedit.sponge.Constants.Sponge,1,3,2,1,0,
com.sk89q.worldedit.sponge.SpongeAdapter,31,1,14,0,97,25
com.sk89q.worldedit.sponge.SpongeBiomeRegistry,7,1,2,0,7,2
com.sk89q.worldedit.sponge.SpongeBiomeRegistry.SpongeBiomeData,1,6.6667,13,2,0,
com.sk89q.worldedit.sponge.SpongeBlockCategoryRegistry,4,1,1,0,13,1
com.sk89q.worldedit.sponge.SpongeBlockCommandSender,8,3,2,0,31,24
com.sk89q.worldedit.sponge.SpongeBlockMaterial,3,2,1,0,22,12
com.sk89q.worldedit.sponge.SpongeBlockRegistry,10,2,2,0,24,5
com.sk89q.worldedit.sponge.SpongeCommandSender,7,1,11,0,28,22
com.sk89q.worldedit.sponge.SpongeEntity,15,1,1,0,34,17
com.sk89q.worldedit.sponge.SpongeEntityProperties,2,1,1,0,25,22
com.sk89q.worldedit.sponge.SpongeItemCategoryRegistry,4,1,1,0,13,1
com.sk89q.worldedit.sponge.SpongeItemRegistry,6,2,2,0,12,2
com.sk89q.worldedit.sponge.SpongePermissionsProvider,3,1,3,0,18,3
com.sk89q.worldedit.sponge.SpongePlatform,16,2,16,0,71,26
com.sk89q.worldedit.sponge.SpongePlayer,29,2,4,0,110,38
com.sk89q.worldedit.sponge.SpongePlayer.SessionKeyImpl,2,14,27,6,0.1667,
com.sk89q.worldedit.sponge.SpongeRegistries,12,2,6,0,6,6
com.sk89q.worldedit.sponge.SpongeTextAdapter,7,1,1,0,9,3
com.sk89q.worldedit.sponge.SpongeWorld,40,2,3,N/A,206,51
com.sk89q.worldedit.sponge.SpongeWorldEdit,43,1,2,0,150,63
com.sk89q.worldedit.sponge.ThreadSafeCache,3,1,2,0,10,4
com.sk89q.worldedit.sponge.config.ConfigurateConfiguration,6,2,1,1,25,8
com.sk89q.worldedit.sponge.config.SpongeConfiguration,3,3,2,0,11,4
com.sk89q.worldedit.sponge.internal.ExtendedChunk,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.sponge.internal.LocaleResolver,3,1,1,0,4,2
com.sk89q.worldedit.sponge.internal.NbtAdapter,6,1,3,0,84,61
com.sk89q.worldedit.sponge.internal.SpongeTransmogrifier,11,1,2,0,49,34
com.sk89q.worldedit.sponge.internal.SpongeWorldNativeAccess,8,1,6,0,52,23
com.sk89q.worldedit.util.Countable,5,1,2,0,9,8
com.sk89q.worldedit.util.Direction,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.util.Direction.Flag,0,3,2,1,0,
com.sk89q.worldedit.util.Enums,0,1,1,N/A,4,4
com.sk89q.worldedit.util.Faceted,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.util.FileDialogUtil,2,1,1,N/A,9,7
com.sk89q.worldedit.util.FileDialogUtil.ExtensionFilter,2,21.875,21,3,0,
com.sk89q.worldedit.util.GuavaUtil,9,1,1,N/A,3,3
com.sk89q.worldedit.util.HandSide,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.util.Identifiable,N/A,N/A,N/A,N/A,N/A,N/A
com.sk89q.worldedit.util.LocatedBlock,6,2,4,N/A,6,5
com.sk89q.worldedit.util.Location,89,1,1,0,55,39
com.sk89q.worldedit.util.PropertiesConfiguration,15,2,1,3,45,31
